CUE,CUEAnexo,Comun,Especial,Adultos,Artistica,Hospitalaria,Intercultural,Carcelaria
0610938,061093800,1,,,,,,
0610939,061093900,1,,,,,,
0610940,061094000,1,,,,,,
0610941,061094100,1,,,,,,
0610942,061094200,1,,,,,,
0610944,061094400,1,,,,,,
0610945,061094500,1,,,,,,
0610946,061094600,1,,,,,,
0610947,061094700,1,,,,,,
0610948,061094800,1,,,,,,
0610949,061094900,1,,,,,,
0610950,061095000,,,1,,,,
0610950,061095001,,,1,,,,
0610950,061095002,,,1,,,,
0610950,061095003,,,1,,,,
0610951,061095100,1,,,,,,
0610953,061095300,1,,,,,,
0610954,061095400,1,,,,,,
0610955,061095500,1,,,,,,
0610956,061095600,1,,,,,,
0610957,061095700,1,,,,,,
0610958,061095800,1,,,,,,
0610959,061095900,1,,,,,,
0610960,061096000,1,,,,,,
0610961,061096100,1,,,,,,
0610962,061096200,1,,,,,,
0610963,061096300,1,,,,,,
0610964,061096400,1,,,,,,
0610965,061096500,,1,,,1,,
0610966,061096600,1,,,,,,
0610967,061096700,1,,,,,,
0610968,061096800,1,,,,,,
0610969,061096900,1,,,,,,
0610970,061097000,1,,,,,,
0610971,061097100,1,,,,,,
0610972,061097200,1,,,,,,
0610973,061097300,1,,,,,,
0610974,061097400,1,,,,,,
0610975,061097500,1,,,,,,
0610976,061097600,1,,,,,,
0610977,061097700,1,,,,,,
0610978,061097800,1,,,,,,
0610979,061097900,1,,,,,,
0610980,061098000,1,,,,,,
0610981,061098100,1,,1,,,,
0610982,061098200,1,,,,,,
0610983,061098300,1,,,,,,
0610984,061098400,1,,,,,,
0610985,061098500,,,1,,,,
0610986,061098600,1,,,,,,
0610987,061098700,1,,,,,,
0610988,061098800,1,,,,,,
0610989,061098900,1,,,,,,
0610990,061099000,1,,,,,,
0610991,061099100,1,,,,,,
0610992,061099200,1,,,,,,
0610993,061099300,1,,,,,,
0610994,061099400,,,1,,,,
0610995,061099500,1,,,,,,
0610998,061099800,1,,,,,,
0610998,061099801,1,,,,,,
0610999,061099900,1,,,,,,
0611000,061100000,1,,,,,,
0611001,061100100,1,,,,,,
0611002,061100200,1,,,,,,
0611003,061100300,1,,,,,,
0611004,061100400,,1,,,,,
0611005,061100500,1,,,,,,
0611006,061100600,1,,,,,,
0611007,061100700,1,,,,,,
0611008,061100800,1,,,,,,
0611009,061100900,1,,,,,,
0611010,061101000,1,,,,,,
0611011,061101100,1,,,,,,
0611012,061101200,1,,,,,,
0611013,061101300,1,,,,,,
0611014,061101400,1,,,,,,
0611015,061101500,1,,,,,,
0611017,061101700,1,,,,,,
0611018,061101800,,,1,,,,
0611018,061101801,,,1,,,,
0611019,061101900,1,,,,,,
0611022,061102200,1,,,,,,
0611023,061102300,1,,,,,,
0611024,061102400,1,,,,,,
0611025,061102500,1,,,,,,
0611026,061102600,,,1,,,,
0611026,061102601,,,1,,,,
0611026,061102602,,,1,,,,
0611026,061102603,,,1,,,,
0611027,061102700,1,,,,,,
0611028,061102800,,1,,,1,,
0611029,061102900,1,,,,,,
0611030,061103000,1,,,,,,
0611031,061103100,1,,,,,,
0611032,061103200,1,,,,,,
0611033,061103300,1,,,,,,
0611034,061103400,1,,,,,,
0611035,061103500,1,,,,,,
0611037,061103700,1,,,,,,
0611038,061103800,1,,,,,,
0611039,061103900,1,,,,,,
0611041,061104100,1,,,,,,
0611043,061104300,1,,,,,,
0611044,061104400,1,,,,,,
0611045,061104500,1,,,,,,
0611046,061104600,1,,,,,,
0611047,061104700,1,,,,,,
0611048,061104800,1,,,,,,
0611049,061104900,1,,,,,,
0611050,061105000,1,,,,,,
0611051,061105100,1,,,,,,
0611052,061105200,1,,,,,,
0611053,061105300,1,,,,,,
0611054,061105400,,,1,,,,
0611054,061105401,,,1,,,,
0611054,061105402,,,1,,,,
0611054,061105403,,,1,,,,
0611056,061105600,1,,,,,,
0611057,061105700,1,,,,,,
0611058,061105800,1,,,,,,
0611059,061105900,1,,,,,,
0611060,061106000,1,,,,,,
0611061,061106100,1,,,,,,
0611062,061106200,1,,,,,,
0611063,061106300,1,,,,,,
0611064,061106400,1,,,,,,
0611065,061106500,1,,,,,,
0611066,061106600,1,,,,,,
0611067,061106700,1,,,,,,
0611068,061106800,1,,,,,,
0611069,061106900,1,,,,,,
0611070,061107000,1,,,,,,
0611071,061107100,1,,,,,,
0611072,061107200,1,,,,,,
0611073,061107300,1,,,,,,
0611074,061107400,1,,,,,,
0611075,061107500,1,,,,,,
0611076,061107600,1,,,,,,
0611077,061107700,1,,,,,,
0611077,061107701,1,,,,,,
0611078,061107800,1,,,,,,
0611079,061107900,1,,,,,,
0611080,061108000,1,,,,,,
0611081,061108100,1,,,,,,
0611082,061108200,1,,,,,,
0611083,061108300,1,,,,,,
0611084,061108400,1,,,,,,
0611085,061108500,1,,,,,,
0611086,061108600,1,,,,,,
0611087,061108700,1,,,,,,
0611088,061108800,1,,,,,,
0611089,061108900,1,,,,,,
0611090,061109000,1,,,,,,
0611091,061109100,1,,,,,,
0611092,061109200,1,,,,,,
0611095,061109500,1,,,,,,
0611096,061109600,1,,,,,,
0611097,061109700,1,,,,,,
0611098,061109800,1,,,,,,
0611099,061109900,1,,,,,,
0611100,061110000,1,,,,,,
0611101,061110100,1,,,,,,
0611102,061110200,1,,,,,,
0611103,061110300,1,,,,,,
0611104,061110400,1,,,,,,
0611105,061110500,1,,,,,,
0611106,061110600,1,,,,,,
0611107,061110700,1,,,,,,
0611108,061110800,1,,,,,,
0611109,061110900,1,,,,,,
0611110,061111000,,1,,,,,
0611111,061111100,1,,,,,,
0611112,061111200,1,,,,,,
0611113,061111300,1,,,,,,
0611114,061111400,1,,,,,,
0611115,061111500,1,,,1,,,
0611116,061111600,1,,,,,,
0611117,061111700,1,,,,,,
0611118,061111800,1,,,,,,
0611119,061111900,1,,,,,,
0611120,061112000,,,1,,,,
0611121,061112100,1,,,,,,
0611123,061112300,1,,,,,,
0611125,061112500,1,,,,,,
0611126,061112600,1,,,,,,
0611127,061112700,1,,,,,,
0611128,061112800,1,,,,,,
0611129,061112900,1,,,,,,
0611130,061113000,1,,,,,,
0611131,061113100,1,,,,,,
0611132,061113200,1,,,,,,
0611133,061113300,1,,,,,,
0611133,061113302,1,,,,,,
0611134,061113400,1,,,,,,
0611136,061113600,1,,,,,,
0611139,061113900,1,,,,,,
0611140,061114000,1,,,,,,
0611141,061114100,1,,,,,,
0611142,061114200,1,,,,,,
0611144,061114400,1,,,,,,
0611145,061114500,1,,,,,,
0611147,061114700,1,,,,,,
0611148,061114800,1,,,,,,
0611149,061114900,1,,,,,,
0611150,061115000,1,,,,,,
0611151,061115100,1,,,,,,
0611151,061115101,1,,,,,,
0611151,061115102,1,,,,,,1
0611152,061115200,1,,,,,,
0611153,061115300,1,,,,,,
0611155,061115500,1,,,,,,
0611156,061115600,1,,,,,,
0611157,061115700,1,,,,,,
0611158,061115800,1,,,,,,
0611159,061115900,1,,,,,,
0611160,061116000,1,,,,,,
0611162,061116200,1,,,,,,
0611164,061116400,1,,,,,,
0611165,061116500,1,,,,,,
0611166,061116600,1,,,,,,
0611167,061116700,1,,,,,,
0611168,061116800,1,,,,,,
0611170,061117000,1,,,,,,
0611171,061117100,1,,,,,,
0611172,061117200,1,,,,,,
0611173,061117300,1,,,,,,
0611174,061117400,1,,,,,,
0611175,061117500,1,,,,,,
0611176,061117600,1,,,,,,
0611177,061117700,1,,,,,,
0611178,061117800,1,,,,,,
0611179,061117900,1,,,,,,
0611180,061118000,1,,,,,,
0611181,061118100,1,,,,,,
0611182,061118200,1,,,,,,
0611184,061118400,1,,,,,,
0611185,061118500,1,,,,,,
0611186,061118600,1,,,,,,
0611187,061118700,1,,,,,,
0611188,061118800,1,,,,,,
0611189,061118900,1,,,,,,
0611190,061119000,,,1,,,,
0611191,061119100,1,,,,,,
0611192,061119200,1,,,,,,
0611193,061119300,1,,,,,,
0611194,061119400,1,,,,,,
0611195,061119500,1,,,,,,
0611196,061119600,,1,,,,,
0611197,061119700,1,,,,,,
0611198,061119800,1,,,,,,
0611199,061119900,1,,,,,,
0611200,061120000,,,1,,,,1
0611201,061120100,1,,,,,,
0611202,061120200,1,,,,,,
0611203,061120300,1,,,,,,
0611204,061120400,1,,,,,,
0611205,061120500,,1,,,,,
0611206,061120600,1,,,,,,
0611207,061120700,1,,,,,,
0611208,061120800,1,,,,,,
0611209,061120900,1,,,,,,
0611210,061121000,,,1,,,,
0611210,061121001,,,1,,,,
0611210,061121002,,,1,,,,
0611210,061121003,,,1,,,,
0611211,061121100,1,,,,,,
0611212,061121200,,,1,,,,
0611213,061121300,1,,,,,,
0611214,061121400,1,,,,,,
0611215,061121500,1,,,,,,
0611217,061121700,1,,,,,,
0611218,061121800,1,,,,,,
0611219,061121900,1,,,,,,
0611220,061122000,1,,,,,,
0611221,061122100,1,,,,,,
0611223,061122300,1,,,,,,
0611225,061122500,1,,,,,,
0611227,061122700,1,,,,,,
0611228,061122800,1,,,,,,
0611229,061122900,1,,,,,,
0611230,061123000,1,,,,,,
0611231,061123100,1,,,,,,
0611232,061123200,1,,,,,,
0611233,061123300,1,,,,,,
0611234,061123400,1,,,,,,
0611235,061123500,1,,,,,,
0611235,061123501,1,,,,,,
0611236,061123600,1,,,,,,
0611237,061123700,1,,,,,,
0611239,061123900,1,,,,,,
0611240,061124000,1,,,,,,
0611241,061124100,1,,,,,,
0611242,061124200,1,,,,,,
0611243,061124300,1,,,,,,
0611244,061124400,1,,,,,,
0611245,061124500,1,,,,,,
0611245,061124501,1,,,,,,
0611247,061124700,1,,,,,,
0611250,061125000,1,,,,,,
0611251,061125100,1,,,,,,
0611252,061125200,1,,,,,,
0611253,061125300,1,,,,,,
0611254,061125400,,,1,,,,
0611256,061125600,1,,,,,,
0611257,061125700,1,,,,,,
0611258,061125800,1,,,,,,
0611259,061125900,1,,,,,,
0611260,061126000,1,,,,,,
0611261,061126100,1,,,,,,
0611262,061126200,1,,,,,,
0611263,061126300,1,,,,,,
0611264,061126400,1,,,,,,
0611266,061126600,1,,,,,,
0611267,061126700,1,,,,,,
0611269,061126900,1,,,,,,
0611271,061127100,1,,,,,,
0611272,061127200,,1,,,,,
0611274,061127400,1,,,,,,
0611275,061127500,1,,,,,,
0611277,061127700,1,,,,,,
0611278,061127800,1,,,,,,
0611279,061127900,1,,,,,,
0611280,061128000,1,,,,,,
0611281,061128100,,1,,,1,,
0611282,061128200,1,,,,,,
0611283,061128300,1,,,,,,
0611284,061128400,,,1,,,,
0611286,061128600,1,,,,,,
0611287,061128700,,1,,,1,,
0611288,061128800,,,1,,,,
0611289,061128900,1,,,,,,
0611290,061129000,1,,,,,,
0611292,061129200,1,,,,,,
0611294,061129400,1,,,,,,
0611295,061129500,1,,,,,,
0611296,061129600,1,,,,,,
0611297,061129700,1,,,,,,
0611298,061129800,1,,,,,,
0611299,061129900,1,,,,,,
0611300,061130000,1,,,,,,
0611301,061130100,1,,,,,,
0611302,061130200,1,,,,,,
0611303,061130300,1,,,,,,
0611303,061130301,1,,,,,,
0611304,061130400,1,,,,,,
0611305,061130500,1,,,,,,
0611306,061130600,,1,,,,,
0611307,061130700,1,,,,,,
0611311,061131100,1,,,,,,
0611312,061131200,1,,,,,,
0611314,061131400,1,,,,,,
0611316,061131600,1,,,,,,
0611317,061131700,1,,,,,,
0611319,061131900,1,,,,,,
0611322,061132200,1,,,,,,
0611324,061132400,,,1,,,,
0611324,061132401,,,1,,,,
0611325,061132500,1,,,,,,
0611326,061132600,1,,,,,,
0611327,061132700,1,,,,,,
0611328,061132800,1,,,,,,
0611329,061132900,1,,,,,,
0611330,061133000,1,,,,,,
0611331,061133100,1,,,,,,
0611332,061133200,1,,,,,,
0611333,061133300,1,,,,,,
0611334,061133400,1,,,1,,,
0611335,061133500,1,,,,,,
0611336,061133600,1,,,,,,
0611337,061133700,1,,,,,,
0611338,061133800,1,,,,,,
0611339,061133900,1,,,,,,
0611340,061134000,1,,,,,,
0611341,061134100,1,,,,,,
0611342,061134200,1,,,,,,
0611345,061134500,1,,,,,,
0611346,061134600,,,1,,,,
0611346,061134601,,,1,,,,
0611346,061134602,,,1,,,,
0611347,061134700,1,,,,,,
0611348,061134800,1,,,,,,
0611349,061134900,1,,,,,,
0611350,061135000,1,,,,,,
0611351,061135100,1,,,,,,
0611352,061135200,1,,,,,,
0611353,061135300,1,,,,,,
0611354,061135400,1,,,,,,
0611355,061135500,1,,,,,,
0611356,061135600,1,,,,,,
0611357,061135700,1,,,,,,
0611358,061135800,1,,,,,,
0611359,061135900,1,,,,,,
0611360,061136000,1,,,,,,
0611361,061136100,,1,,,,,
0611362,061136200,1,,,,,,
0611363,061136300,,1,,,,,
0611364,061136400,1,,,,,,
0611365,061136500,1,,,,,,
0611366,061136600,1,,,,,,
0611367,061136700,1,,,,,,
0611368,061136800,1,,,,,,
0611369,061136900,1,,,,,,
0611370,061137000,1,,,,,,
0611371,061137100,1,,,,,,
0611372,061137200,1,,,,,,
0611373,061137300,1,,,,,,
0611374,061137400,1,,,,,,
0611376,061137600,1,,,,,,
0611377,061137700,,1,,,1,,
0611379,061137900,1,,,,,,
0611380,061138000,1,,,,,,
0611381,061138100,1,,,,,,
0611382,061138200,1,,,,,,
0611383,061138300,1,,,,,,
0611384,061138400,1,,,,,,
0611385,061138500,1,,,,,,
0611386,061138600,1,,,,,,
0611387,061138700,1,,,,,,
0611388,061138800,,1,,,,,
0611389,061138900,,,1,,,,
0611389,061138901,,,1,,,,
0611389,061138902,,,1,,,,
0611390,061139000,1,,,,,,
0611391,061139100,1,,,,,,
0611393,061139300,1,,,,,,
0611394,061139400,1,,,,,,
0611395,061139500,1,,,,,,
0611396,061139600,1,,,,,,
0611397,061139700,1,,,,,,
0611398,061139800,1,,,,,,
0611399,061139900,1,,,,,,
0611400,061140000,,,1,,,,
0611401,061140100,1,,,,,,
0611402,061140200,1,,,,,,
0611403,061140300,1,,,,,,
0611404,061140400,1,,,,,,
0611405,061140500,1,,,,,,
0611407,061140700,1,,,,,,
0611408,061140800,1,,,,,,
0611409,061140900,1,,,,,,
0611411,061141100,1,,,,,,
0611412,061141200,1,,,,,,
0611414,061141400,1,,,,,,
0611415,061141500,1,,,,,,
0611416,061141600,,,1,,,,
0611416,061141601,,,1,,,,
0611417,061141700,1,,,,,,
0611419,061141900,1,,,,,,
0611420,061142000,1,,,,,,
0611421,061142100,1,,,,,,
0611422,061142200,1,,,,,,
0611423,061142300,1,,,,,,
0611424,061142400,1,,,,,,
0611425,061142500,1,,,,,,
0611426,061142600,1,,,,,,
0611427,061142700,,,1,,,,
0611428,061142800,1,,,,,,
0611429,061142900,1,,,,,,
0611431,061143100,1,,,,,,1
0611432,061143200,1,,,,,,
0611433,061143300,1,,,,,,
0611434,061143400,1,,,,,,
0611435,061143500,1,,,,,,
0611436,061143600,1,,,,,,
0611437,061143700,1,,,,,,
0611438,061143800,1,,,,,,
0611439,061143900,1,,,,,,
0611440,061144000,1,,,,,,
0611441,061144100,1,,,,,,
0611442,061144200,1,,,,,,
0611443,061144300,1,,,,,,
0611445,061144500,1,,,,,,
0611447,061144700,1,,,,,,
0611448,061144800,1,,,,,,
0611449,061144900,1,,,,,,
0611450,061145000,1,,,,,,
0611451,061145100,1,,,,,,
0611452,061145200,1,,,,,,
0611453,061145300,1,,,,,,
0611455,061145500,1,,,,,,
0611456,061145600,1,,,,,,
0611457,061145700,1,,,,,,
0611458,061145800,1,,,,,,
0611460,061146000,1,,,,,,
0611461,061146100,1,,,,,,
0611462,061146200,1,,,,,,
0611464,061146400,1,,,,,,
0611465,061146500,1,,,,,,
0611468,061146800,1,,,,,,
0611469,061146900,1,,,,,,
0611470,061147000,1,,,,,,
0611471,061147100,1,,,,,,
0611472,061147200,,,1,,,,
0611472,061147201,,,1,,,,
0611472,061147202,,,1,,,,
0611473,061147300,1,,,,,,
0611474,061147400,1,,,,,,
0611476,061147600,1,,,,,,
0611477,061147700,1,,,,,,
0611478,061147800,1,,,,,,
0611479,061147900,1,,,,,,
0611480,061148000,1,,,,,,
0611481,061148100,1,,,,,,
0611482,061148200,1,,,,,,
0611483,061148300,1,,,,,,
0611484,061148400,1,,,,,,
0611486,061148600,1,,,,,,
0611487,061148700,1,,,,,,
0611487,061148702,1,,,,,,
0611488,061148800,1,,,,,,
0611490,061149000,1,,,,,,
0611491,061149100,1,,,,,,
0611492,061149200,1,,,,,,
0611493,061149300,,,1,,,,
0611493,061149301,,,1,,,,
0611493,061149302,,,1,,,,
0611493,061149303,,,1,,,,
0611493,061149304,,,1,,,,
0611495,061149500,1,,,,,,
0611496,061149600,1,,,,,,
0611497,061149700,1,,,,,,
0611498,061149800,1,,,,,,
0611499,061149900,1,,,,,,
0611500,061150000,1,,,,,,
0611501,061150100,1,,,,,,
0611503,061150300,1,,,,,,
0611504,061150400,1,,,,,,
0611506,061150600,1,,,,,,
0611507,061150700,1,,,,,,
0611508,061150800,1,,,,,,
0611510,061151000,1,,,,,,
0611511,061151100,1,,,,,,
0611513,061151300,1,,,,,,
0611514,061151400,1,,,,,,
0611516,061151600,1,,,,,,
0611517,061151700,1,,,,,,
0611518,061151800,1,,,,,,
0611519,061151900,1,,,,,,
0611520,061152000,,,1,,,,
0611521,061152100,1,,,,,,
0611522,061152200,1,,,,,,
0611523,061152300,1,,,,,,
0611524,061152400,1,,,,,,
0611525,061152500,1,,,1,,,
0611526,061152600,1,,,,,,
0611527,061152700,1,,,,,,
0611528,061152800,1,,1,,,,
0611529,061152900,1,,,,,,
0611530,061153000,1,,,,,,
0611531,061153100,1,,,,,,
0611532,061153200,1,,,,,,
0611533,061153300,1,,,,,,
0611536,061153600,1,,,,,,
0611537,061153700,1,,,,,,
0611538,061153800,,,1,,,,
0611538,061153801,,,1,,,,
0611538,061153802,,,1,,,,
0611538,061153803,,,1,,,,
0611539,061153900,1,,,,,,
0611540,061154000,1,,,,,,
0611541,061154100,1,,,,,,
0611542,061154200,1,,,,,,
0611543,061154300,1,,,,,,
0611544,061154400,1,,,,,,
0611545,061154500,1,,,,,,
0611546,061154600,1,,,,,,
0611547,061154700,1,,,,,,
0611548,061154800,1,,,,,,
0611549,061154900,1,,,,,,
0611550,061155000,1,,,,,,
0611551,061155100,1,,,,,,
0611552,061155200,1,,,,,,
0611553,061155300,1,,1,,,,
0611554,061155400,1,,,,,,
0611555,061155500,1,,,,,,
0611556,061155600,1,,,,,,
0611557,061155700,,1,,,1,,
0611558,061155800,1,,,,,,
0611559,061155900,1,,,,,,
0611560,061156000,1,,,,,,
0611561,061156100,1,,,,,,
0611562,061156200,1,,,,,,
0611563,061156300,1,,,,,,
0611564,061156400,1,,,,,,
0611565,061156500,1,,,,,,
0611566,061156600,1,,,,,,
0611567,061156700,1,,,,,,
0611568,061156800,1,,,,,,
0611569,061156900,1,,,,,,
0611570,061157000,1,,,,,,
0611571,061157100,1,,,,,,
0611572,061157200,1,,,,,,
0611573,061157300,1,,,,,,
0611574,061157400,1,,,,,,
0611575,061157500,1,,,,,,
0611576,061157600,,1,,,,,
0611578,061157800,1,,,,,,
0611579,061157900,1,,,,,,
0611581,061158100,1,,,,,,
0611582,061158200,1,,,,,,
0611583,061158300,1,,,,,,
0611584,061158400,1,,,,,,
0611585,061158500,1,,,,,,
0611586,061158600,1,,,,,,
0611587,061158700,1,,,,,,
0611588,061158800,1,,,,,,
0611589,061158900,1,,,,,,
0611590,061159000,1,,,,,,
0611591,061159100,1,,,,,,
0611592,061159200,1,,,,,,
0611593,061159300,1,,,,,,
0611594,061159400,1,,,,,,
0611595,061159500,1,,,,,,
0611596,061159600,1,,,,,,
0611597,061159700,1,,,,,,
0611598,061159800,1,,,,,,
0611599,061159900,1,,,,,,
0611600,061160000,,1,,,,,
0611601,061160100,1,,,,,,
0611602,061160200,1,,,,,,
0611603,061160300,1,,,,,,
0611604,061160400,1,,,,,,
0611605,061160500,1,,,,,,
0611606,061160600,1,,,,,,
0611607,061160700,1,,,,,,
0611608,061160800,1,,,,,,
0611609,061160900,1,,,,,,
0611609,061160901,1,,,,,,
0611610,061161000,1,,,,,,
0611611,061161100,1,,,,,,
0611613,061161300,1,,,,,,
0611614,061161400,1,,,,,,
0611615,061161500,1,,,,,,
0611616,061161600,1,,,,,,
0611616,061161601,1,,,,,,
0611618,061161800,1,,,,,,
0611619,061161900,1,,,,,,
0611621,061162100,,1,,,,,
0611622,061162200,1,,,,,,
0611623,061162300,1,,,,,,
0611624,061162400,1,,,,,,
0611625,061162500,1,,,,,,
0611626,061162600,,1,,,,,
0611627,061162700,1,,,,,,
0611628,061162800,1,,,,,,
0611629,061162900,1,,,,,,
0611630,061163000,1,,,,,,
0611631,061163100,1,,,,,,
0611632,061163200,1,,,,,,
0611633,061163300,1,,,,,,
0611634,061163400,1,,,,,,
0611636,061163600,1,,,,,,
0611637,061163700,1,,,,,,
0611638,061163800,1,,,,,,
0611639,061163900,1,,,,,,
0611640,061164000,1,,,,,,
0611641,061164100,1,,,,,,
0611642,061164200,1,,,,,,
0611643,061164300,1,,,,,,
0611644,061164400,1,,,,,,
0611645,061164500,1,,,,,,
0611647,061164700,,1,,,,,
0611648,061164800,1,,,,,,
0611649,061164900,1,,,,,,
0611650,061165000,1,,,,,,
0611651,061165100,1,,,,,,
0611652,061165200,1,,,,,,
0611653,061165300,1,,,,,,
0611655,061165500,1,,,,,,
0611656,061165600,1,,,,,,
0611657,061165700,1,,,,,,
0611658,061165800,1,,,,,,
0611659,061165900,1,,,,,,
0611661,061166100,1,,,,,,
0611662,061166200,1,,,,,,
0611663,061166300,1,,,,,,
0611664,061166400,1,,,,,,
0611665,061166500,,,1,,,,
0611666,061166600,1,,,,,,
0611667,061166700,1,,,,,,
0611668,061166800,1,,,,,,
0611669,061166900,1,,,,,,
0611670,061167000,1,,,,,,
0611671,061167100,1,,,,,,
0611672,061167200,,,1,,,,
0611672,061167201,,,1,,,,
0611673,061167300,1,,,,,,
0611674,061167400,1,,,,,,
0611675,061167500,1,,,,,,
0611676,061167600,1,,,,,,
0611677,061167700,1,,,,,,
0611678,061167800,1,,,,,,
0611679,061167900,1,,,,,,
0611680,061168000,1,,,,,,
0611681,061168100,1,,,,,,
0611682,061168200,1,,,,,,
0611683,061168300,1,,,,,,
0611684,061168400,1,,,,,,
0611685,061168500,1,,,,,,
0611686,061168600,,,1,,,,
0611687,061168700,1,,,,,,
0611688,061168800,1,,,,,,
0611690,061169000,1,,,,,,
0611691,061169100,1,,,,,,
0611692,061169200,1,,,,,,
0611694,061169400,,,1,,,,
0611694,061169401,,,1,,,,
0611694,061169402,,,1,,,,
0611695,061169500,1,,,,,,
0611696,061169600,1,,,,,,
0611697,061169700,1,,,,,,
0611698,061169800,1,,,,,,
0611699,061169900,1,,,,,,
0611700,061170000,1,,,,,,
0611701,061170100,1,,,,,,
0611703,061170300,1,,,,,,
0611704,061170400,1,,,,,,
0611705,061170500,1,,,,,,
0611706,061170600,1,,,,,,
0611707,061170700,1,,,,,,
0611708,061170800,1,,,,,,
0611709,061170900,1,,,,,,
0611710,061171000,1,,,,,,
0611711,061171100,1,,,,,,
0611713,061171300,1,,,,,,
0611714,061171400,1,,,,,,
0611715,061171500,1,,,,,,
0611716,061171600,1,,,,,,
0611717,061171700,,1,,,1,,
0611718,061171800,1,,,,,,
0611720,061172000,1,,,,,,
0611721,061172100,1,,,,,,
0611722,061172200,1,,,,,,
0611723,061172300,,1,,,,,
0611724,061172400,1,,,,,,
0611726,061172600,1,,,,,,
0611727,061172700,1,,,,,,
0611728,061172800,1,,,,,,
0611729,061172900,1,,,,,,
0611730,061173000,1,,,,,,
0611731,061173100,1,,,,,,
0611732,061173200,1,,,,,,
0611733,061173300,1,,,,,,
0611734,061173400,1,,,,,,
0611735,061173500,1,,,,,,
0611736,061173600,1,,,,,,
0611738,061173800,1,,,,,,
0611739,061173900,1,,,,,,
0611740,061174000,1,,,,,,
0611741,061174100,1,,,,,,
0611742,061174200,1,,,,,,
0611743,061174300,1,,,,,,
0611744,061174400,1,,,,,,
0611745,061174500,1,,,,,,
0611745,061174501,1,,,,,,
0611746,061174600,1,,,,,,
0611747,061174700,1,,,,,,
0611748,061174800,1,,,,,,
0611749,061174900,1,,,,,,
0611751,061175100,1,,,,,,
0611752,061175200,1,,,,,,
0611753,061175300,1,,,,,,
0611754,061175400,1,,,,,,
0611755,061175500,1,,,,,,
0611756,061175600,1,,,,,,
0611757,061175700,1,,,,,,
0611758,061175800,1,,,,,,
0611759,061175900,1,,,,,,
0611760,061176000,,,1,,,,
0611760,061176001,,,1,,,,
0611760,061176002,,,1,,,,
0611761,061176100,1,,,,,,
0611762,061176200,1,,,,,,
0611763,061176300,1,,,,,,
0611764,061176400,1,,,,,,
0611765,061176500,1,,,,,,
0611766,061176600,1,,,,,,
0611766,061176601,1,,,,,,
0611766,061176602,1,,,,,,
0611767,061176700,1,,,,,,
0611768,061176800,1,,,,,,
0611769,061176900,1,,,,,,
0611771,061177100,,1,,,1,,
0611772,061177200,,,1,,,,
0611773,061177300,1,,,,,,
0611774,061177400,1,,,,,,
0611775,061177500,,1,,,,,
0611777,061177700,1,,,,,,
0611779,061177900,1,,,,,,
0611780,061178000,1,,,,,,
0611781,061178100,1,,,,,,
0611782,061178200,1,,,,,,
0611784,061178400,1,,,,,,
0611785,061178500,1,,,,,,
0611787,061178700,1,,,,,,
0611788,061178800,,,1,,,,
0611789,061178900,,1,,,,,
0611790,061179000,1,,,,,,
0611791,061179100,1,,,,,,
0611792,061179200,1,,,,,,
0611793,061179300,1,,,,,,
0611794,061179400,1,,,,,,
0611795,061179500,1,,,,,,
0611796,061179600,,,1,,,,
0611796,061179601,,,1,,,,
0611796,061179602,,,1,,,,
0611796,061179603,,,1,,,,
0611797,061179700,1,,,,,,
0611798,061179800,1,,,,,,
0611799,061179900,1,,,,,,
0611800,061180000,1,,,,,,
0611801,061180100,1,,,,,,
0611802,061180200,1,,,,,,
0611803,061180300,1,,,,,,
0611805,061180500,1,,,,,,
0611806,061180600,1,,,,,,
0611807,061180700,1,,,,,,
0611808,061180800,1,,,,,,
0611809,061180900,1,,,,,,
0611810,061181000,1,,,,,,
0611811,061181100,1,,,,,,
0611812,061181200,1,,,,,,
0611813,061181300,1,,,,,,
0611814,061181400,1,,,,,,
0611815,061181500,1,,,,,,
0611815,061181501,1,,,,,,
0611816,061181600,1,,,,,,
0611816,061181601,1,,,,,,
0611817,061181700,1,,,,,,
0611817,061181703,1,,,,,,
0611818,061181800,1,,,,,,
0611819,061181900,1,,,,,,
0611821,061182100,1,,,,,,
0611822,061182200,1,,,,,,
0611823,061182300,1,,,,,,
0611824,061182400,1,,,,,,
0611825,061182500,1,,,,,,
0611827,061182700,1,,,,,,
0611829,061182900,1,,,,,,
0611831,061183100,1,,,,,,
0611832,061183200,1,,,,,,
0611833,061183300,1,,,,,,
0611834,061183400,1,,,,,,
0611835,061183500,1,,,,,,
0611836,061183600,1,,,,,,
0611837,061183700,1,,,,,,
0611838,061183800,1,,,,,,
0611839,061183900,1,,,,,,
0611840,061184000,1,,,,,,
0611841,061184100,1,,,,,,
0611842,061184200,1,,,,,,
0611843,061184300,1,,,,,,
0611844,061184400,,,1,,,,
0611845,061184500,1,,,,,,
0611846,061184600,1,,,,,,
0611847,061184700,1,,,,,,
0611848,061184800,1,,,,,,
0611849,061184900,1,,,,,,
